drug_name	active_ingredients
VALSARTAN; HYDROCHLOROTHIAZIDE	VALSARTAN; HYDROCHLOROTHIAZIDE
HYDROCODONE POLISTIREX AND CHLORPHENIRAMNE POLISTIREX	CHLORPHENIRAMINE POLISTIREX; HYDROCODONE POLISTIREX
PROMETHAZINE HYDROCHLORIDE; DEXTROMETHORPHAN HYDROBROMIDE	PROMETHAZINE HYDROCHLORIDE; DEXTROMETHORPHAN HYDROBROMIDE
ETHINYL ESTRADIOL AND LEVONORGESTREL	ETHINYL ESTRADIOL; LEVONORGESTREL
AMTURNIDE	ALISKIREN HEMIFUMARATE; AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE
CONTRAVE	BUPROPION HYDROCHLORIDE; NALTREXONE HYDROCHLORIDE
EZETIMIBE; SIMVASTATIN	EZETIMIBE; SIMVASTATIN
LIPTRUZET	ATORVASTATIN CALCIUM; EZETIMIBE
DICLOFENAC SODIUM AND MISOPROSTOL	DICLOFENAC SODIUM; MISOPROSTOL
CALCIPOTRIENE AND BETAMETHASONE DIPROPIONATE	BETAMETHASONE DIPROPIONATE; CALCIPOTRIENE
TRIBENZOR	AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL
LANSOPRAZOLE, AMOXICILLIN AND CLARITHROMYCIN	AMOXICILLIN; CLARITHROMYCIN; LANSOPRAZOLE
LAMIVUDINE, NEVIRAPINE, AND STAVUDINE	LAMIVUDINE; NEVIRAPINE;  STAVUDINE
AMLODIPINE BESYLATE, VALSARTAN AND HYDROCHLOROTHIAZIDE	AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; VALSARTAN
AMLODIPINE BESYLATE AND ATORVASTATIN CALCIUM	AMLODIPINE BESYLATE; ATORVASTATIN CALCIUM
LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE	LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE
REPAGLINIDE AND METFORMIN HYDROCHLORIDE	METFORMIN HYDROCHLORIDE; REPAGLINIDE
PERIKABIVEN IN PLASTIC CONTAINER	AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM GLYCEROPHOSPHATE; SOYBEAN OIL
KABIVEN IN PLASTIC CONTAINER	AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM GLYCEROPHOSPHATE; SOYBEAN OIL
KOMBIGLYZE XR	METFORMIN HYDROCHLORIDE; SAXAGLIPTIN HYDROCHLORIDE
LAMIVUDINE/NEVIRAPINE/ZIDOVUDINE TABLETS	Lamivudine; Nevirapine; Zidovudine
CANDESARTAN CILEXETIL; HYDROCHLOROTHIAZIDE	CANDESARTAN CILEXETIL; HYDROCHLOROTHIAZIDE
EZETIMIBE AND SIMVASTATIN	EZETIMIBE; SIMVASTATIN
XULANE	ETHINYL ESTRADIOL; NORELGESTROMIN
PROMETHAZINE HYDROCHLORIDE,PHENYLEPHRINE HYDROCHLORIDE W/CODEINE PHOSPHATE	CODEINE PHOSPHATE; PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
PIOGLITAZONE HYDROCHLORIDE AND GLIMEPIRIDE	GLIMEPIRIDE; PIOGLITAZONE HYDROCHLORIDE
VIENVA	ETHINYL ESTRADIOL; LEVONORGESTREL
JENTADUETO	LINAGLIPTIN; METFORMIN HYDROCHLORIDE
NITHIODOTE	SODIUM NITRITE; SODIUM THIOSULFATE
IRBESARTAN HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; IRBESARTAN
PIRMELLA 7/7/7	ETHINYL ESTRADIOL; NORETHINDRONE
PIRMELLA 1/35	ETHINYL ESTRADIOL; NORETHINDRONE
BLISOVI FE 1/20	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
BLISOVI FE 1.5/30	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
TELMISARTAN AND AMLODIPINE	AMLODIPINE BESYLATE; TELMISARTAN
HYDROCHLOROTHIAZIDE; IRBESARTAN	HYDROCHLOROTHIAZIDE; IRBESARTAN
BUPRENORPHINE HYDROCHLORIDE AND NALOXONE HYDROCHLORIDE 	BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE
NIKKI	DROSPIRENONE; ETHINYL ESTRADIOL
ULTACAN FORTE	ARTICAINE HYDROCHLORIDE; EPINEPHRINE BITARTRATE
ULTACAN	ARTICAINE HYDROCHLORIDE; EPINEPHRINE BITARTRATE
NORGESTREL AND ETHINYL ESTRADIOL	ETHINYL ESTRADIOL; NORGESTREL
VYFEMLA	ETHINYL ESTRADIOL; NORETHINDRONE
ENSKYCE	DESOGESTREL; ETHINYL ESTRADIOL
YAELA	DROSPIRENONE; ETHINYL ESTRADIOL
MELAMISA	DROSPIRENONE; ETHINYL ESTRADIOL
PEG-3350, POTASSIUM CHLORIDE, SODIUM BICARBONATE, SODIUM CHLORIDE 	POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE
COMPLERA	EMTRICITABINE; RILPIVIRINE HYDROCHLORIDE; TENOFOVIR DISOPROXIL FUMARATE
KEMEYA	DROSPIRENONE; ETHINYL ESTRADIOL
LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE; NEVIRAPINE	LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE; NEVIRAPINE
PEG-3350, SODIUM CHLORIDE, SODIUM BICARBONATE, POTASSIUM CHLORIDE AND BISACODYL	BISACODYL; POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE
BEKYREE	DESOGESTREL; ETHINYL ESTRADIOL
DYMISTA	AZELASTINE HYDROCHLORIDE; FLUTICASONE PROPIONATE
JANUMET XR	METFORMIN HYDROCHLORIDE; SITAGLIPTIN PHOSPHATE
EDARBYCLOR	AZILSARTAN KAMEDOXOMIL; CHLORTHALIDONE
JUVISYNC	SIMVASTATIN; SITAGLIPTIN PHOSPHATE
ESTRADIOL VALERATE AND DIENOGEST	DIENOGEST; ESTRADIOL VALERATE
SITAGLIPTIN PHOSPHATE; METFORMIN HYDROCHLORIDE	SITAGLIPTIN PHOSPHATE;METFORMIN HYDROCHLORIDE
SITAGLIPTIN; METFORMIN HYDROCHLORIDE	SITAGLIPTIN; METFORMIN HYDROCHLORIDE
NAPROXEN AND ESOMEPRAZOLE MAGNESIUM	ESOMEPRAZOLE MAGNESIUM; NAPROXEN
OLMESARTAN MEDOXOMIL, AMLODIPINE AND HYDROCHLOROTHIAZIDE	AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL
ELIFEMME	ETHINYL ESTRADIOL; LEVONORGESTREL
DUTASTERIDE AND TAMSULOSIN HYDROCHLORIDE	DUTASTERIDE; TAMSULOSIN HYDROCHLORIDE
SODIUM SULFATE, POTASSIUM SULFATE AND MAGNESIUM SULFATE 	MAGNESIUM SULFATE; POTASSIUM SULFATE; SODIUM SULFATE
PREPOPIK	CITRIC ACID; MAGNESIUM OXIDE; SODIUM PICOSULFATE
CLINDAMYCIN PHOSPHATE AND TRETINOIN	CLINDAMYCIN PHOSPHATE; TRETINOIN
BISMUTH SUBSALICYLATE, METRONIDAZOLE AND TETRACYCLINE HYDROCHLORIDE	BISMUTH SUBSALICYLATE; METRONIDAZOLE; TETRACYCLINE HYDROCHLORIDE
COSOPT PF	DORZOLAMIDE HYDROCHLORIDE; TIMOLOL MALEATE
VOLNEA	DESOGESTREL; ETHINYL ESTRADIOL
ISIBLOOM	DESOGESTREL; ETHINYL ESTRADIOL
CERINTA	ETHINYL ESTRADIOL; LEVONORGESTREL
DEXTROMETHORPHAN HYDROBROMIDE AND QUINIDINE SULFATE	DEXTROMETHORPHAN HYDROBROMIDE;QUINIDINE SULFATE
BROMPHENIRAMINE MALEATE, PSEUDOEPHEDRINE HYDROCHLORIDE AND DEXTROMETHORPHAN HYDROBROMIDE	BROMPHENIRAMINE MALEATE; DEXTROMETHORPHAN HYDROBROMIDE; PSEUDOEPHEDRINE HYDROCHLORIDE
SYLEVIA	ETHINYL ESTRADIOL; LEVONORGESTREL
LARIN 24 FE	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
LARIN 1/20	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
LARIN 1.5/30	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
ESTRADIOL VALERATE; ESTRADIOL VALERATE; DIENOGEST	ESTRADIOL VALERATE; ESTRADIOL VALERATE; DIENOGEST
STRIBILD	COBICISTAT; ELVITEGRAVIR; EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE
MAGNESIUM SULFATE ANHYDROUS; POTASSIUM SULFATE; SODIUM SULFATE	MAGNESIUM SULFATE ANHYDROUS; POTASSIUM SULFATE; SODIUM SULFATE
LO-BLISOVI FE	NORETHINDRONE ACETATE;ETHINYL ESTRADIOL;FERROUS FUMARATE
ASHLYNA	ETHINYL ESTRADIOL; LEVONORGESTREL
IBUPROFEN AND PHENYLEPHRINE HYDROCHLORIDE	IBUPROFEN; PHENYLEPHRINE HYDROCHLORIDE
RYTARY	CARBIDOPA; LEVODOPA
RYZODEG 70/30	INSULIN ASPART; INSULIN DEGLUDEC
AMABELZ	ESTRADIOL; NORETHINDRONE ACETATE
CYCLAFEM 0.5/35	ETHINYL ESTRADIOL; NORETHINDRONE
KAZANO	ALOGLIPTIN BENZOATE; METFORMIN HYDROCHLORIDE
LERIBANE	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
KAITLIB FE	ETHINYL ESTRADIOL; NORETHINDRONE
ALLZITAL	ACETAMINOPHEN; BUTALBITAL
OXYCODONE HYDROCHLORIDE AND ACETAMINOPHEN	ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE
DROSPIRENONE, ETHINYL ESTRADIOL AND LEVOMEFOLATE CALCIUM	DROSPIRENONE; ETHINYL ESTRADIOL; LEVOMEFOLATE CALCIUM
SUCLEAR	MAGNESIUM SULFATE; POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; POTASSIUM SULFATE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE
MINASTRIN 24 FE	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
LUPANETA PACK	LEUPROLIDE ACETATE; NORETHINDRONE ACETATE
JAIMIESS	ETHINYL ESTRADIOL; LEVONORGESTREL
ADAPALENE AND BENZOYL PEROXIDE	ADAPALENE; BENZOYL PEROXIDE
HYDROCODONE BITARTRATE, CHLORPHENIRAMINE MALEATE AND PSEUDOEPHEDRINE HYDROCHLORIDE	CHLORPHENIRAMINE MALEATE; HYDROCODONE BITARTRATE; PSEUDOEPHEDRINE HYDROCHLORIDE
HYDROCODONE BITARTRATE AND PSEUDOEPHEDRINE HYDROCHLORIDE	HYDROCODONE BITARTRATE; PSEUDOEPHEDRINE HYDROCHLORIDE
DUOPA	CARBIDOPA; LEVODOPA
ANORO ELLIPTA	UMECLIDINIUM BROMIDE; VILANTEROL TRIFENATATE
XARTEMIS XR	ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE
QUARTETTE	ETHINYL ESTRADIOL; LEVONORGESTREL
EFAVIRENZ, LAMIVUDINE, AND TENOFOVIR DISOPROXIL FUMARATE	EFAVIRENZ;LAMIVUDINE;TENOFOVIR DISOPROXIL FUMARATE
SODIUM SULFATE; POTASSIUM SULFATE; MAGNESIUM SULFATE	SODIUM SULFATE;POTASSIUM SULFATE;MAGNESIUM SULFATE
METFORMIN HYDROCHLORIDE AND  SITAGLIPTIN PHOSPHATE	METFORMIN HYDROCHLORIDE; SITAGLIPTIN PHOSPHATE
ESOMEPRAZOLE MAGNESIUM; NAPROXEN	ESOMEPRAZOLE MAGNESIUM;NAPROXEN
ACETAMINOPHEN, CAFFEINE AND DIHYDROCODEINE BITARTRATE	ACETAMINOPHEN; CAFFEINE; DIHYDROCODEINE BITARTRATE
FYAVOLV	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
ZUBSOLV	BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE
SIMBRINZA	BRIMONIDINE TARTRATE; BRINZOLAMIDE
BREO ELLIPTA	FLUTICASONE FUROATE; VILANTEROL TRIFENATATE
VITUZ	CHLORPHENIRAMINE MALEATE; HYDROCODONE BITARTRATE
ABACAVIR AND LAMIVUDINE	ABACAVIR; LAMIVUDINE
INVOKAMET	CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE
BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE	BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE
TAYTULLA	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
CLINOLIPID 20%	OLIVE OIL; SOYBEAN OIL
COLPREP KIT	MAGNESIUM SULFATE; POTASSIUM SULFATE; SODIUM SULFATE
HYDROCODONE BITARTRATE, CHLORPHENIRAMINE MALEATE AND PSEUDOEPHEDRINE HYDROCHLORIDE 	CHLORPHENIRAMINE MALEATE; HYDROCODONE BITARTRATE; PSEUDOEPHEDRINE HYDROCHLORIDE
LO MINASTRIN FE	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
ETHYNODIOL DIACETATE AND ETHINYL ESTRADIOL	ETHINYL ESTRADIOL; ETHYNODIOL DIACETATE
TREZIX	ACETAMINOPHEN; CAFFEINE; DIHYDROCODEINE BITARTRATE
PRESTALIA	AMLODIPINE BESYLATE; PERINDOPRIL ARGININE
NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL AND ETHINYL ESTRADIOL AND FERROUS FUMARATE	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
YOSPRALA	ASPIRIN; OMEPRAZOLE
ALEVE PM	DIPHENHYDRAMINE HYDROCHLORIDE; NAPROXEN SODIUM
OMIDRIA	KETOROLAC TROMETHAMINE; PHENYLEPHRINE HYDROCHLORIDE
PREZCOBIX	COBICISTAT; DARUNAVIR ETHANOLATE
LOPINAVIR AND RITONAVIR	LOPINAVIR; RITONAVIR
HYDROCHLOROTHIAZIDE; VALSARTAN	HYDROCHLOROTHIAZIDE; VALSARTAN
TRI-MILI	ETHINYL ESTRADIOL; NORGESTIMATE
MILI	ETHINYL ESTRADIOL; NORGESTIMATE
OBREDON	GUAIFENESIN; HYDROCODONE BITARTRATE
ATAZANAVIR SULFATE; RITONAVIR	ATAZANAVIR SULFATE; RITONAVIR
TRIUMEQ	ABACAVIR SULFATE; DOLUTEGRAVIR SODIUM; LAMIVUDINE
LAMIVUDINE, NEVIRAPINE AND ZIDOVUDINE	LAMIVUDINE; NEVIRAPINE; ZIDOVUDINE
BUNAVAIL	BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE
XIGDUO XR	DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE
AKYNZEO	FOSNETUPITANT CHLORIDE HYDROCHLORIDE; PALONOSETRON HYDROCHLORIDE
CITRIC ACID; MAGNESIUM OXIDE; SODIUM PICOSULFATE	CITRIC ACID; MAGNESIUM OXIDE; SODIUM PICOSULFATE
TRI-LO-MILI	ETHINYL ESTRADIOL; NORGESTIMATE
TARGINIQ	NALOXONE HYDROCHLORIDE; OXYCODONE HYDROCHLORIDE
DOXYLAMINE SUCCINATE AND PYRIDOXINE HYDROCHLORIDE	DOXYLAMINE SUCCINATE; PYRIDOXINE HYDROCHLORIDE
HARVONI	LEDIPASVIR; SOFOSBUVIR
EFAVIRENZ; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE	EFAVIRENZ;LAMIVUDINE;TENOFOVIR DISOPROXIL FUMARATE
INVOKAMET XR	CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE
SODIUM PHENYLACETATE AND SODIUM BENZOATE	SODIUM BENZOATE; SODIUM PHENYLACETATE
SAXAGLIPTIN;METFORMIN HYDROCHLORIDE	SAXAGLIPTIN;METFORMIN HYDROCHLORIDE
FAYOSIM	ETHINYL ESTRADIOL; LEVONORGESTREL
DROSPIRENONE, ETHINYL ESTRADIOL AND LEVOMEFOLATE CALCIUM 	DROSPIRENONE; ETHINYL ESTRADIOL; LEVOMEFOLATE CALCIUM
TYDEMY	DROSPIRENONE; ETHINYL ESTRADIOL; LEVOMEFOLATE CALCIUM
ORKAMBI	IVACAFTOR; LUMACAFTOR
ATAZANAVIR SULFATE;RITONAVIR;LAMIVUDINE;ZIDOVUDINE	ATAZANAVIR SULFATE;RITONAVIR;LAMIVUDINE;ZIDOVUDINE
EMTRICITABINE;TENOFOVIR DISOPROXIL FUMARATE;NEVIRAPINE	EMTRICITABINE;TENOFOVIR DISOPROXIL FUMARATE;NEVIRAPINE
GLYXAMBI	EMPAGLIFLOZIN; LINAGLIPTIN
EZETIMIBE AND ATORVASTATIN CALCIUM	ATORVASTATIN CALCIUM; EZETIMIBE
SYNJARDY	EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE
DEXTROAMP SACCHARATE, AMP ASPARTATE, DETROAMP SULFATE AND AMP SULFATE	AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE
ETHINYL ESTRADIOL; LEVONORGESTREL	ETHINYL ESTRADIOL; LEVONORGESTREL
MIBELAS 24 FE	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
BYVALSON	NEBIVOLOL HYDROCHLORIDE; VALSARTAN
DEXTROAMPHETAMINE SACCHARATE; AMPHETAMINE ASPARTATE MONOHYDRATE; DEXTROAMPHETAMINE SULFATE; AMPHETAMINE SULFATE	DEXTROAMPHETAMINE SACCHARATE;AMPHETAMINE ASPARTATE MONOHYDRATE;DEXTROAMPHETAMINE SULFATE;AMPHETAMINE SULFATE
TUXARIN ER	CHLORPHENIRAMINE MALEATE; CODEINE PHOSPHATE
EVOTAZ	ATAZANAVIR SULFATE; COBICISTAT
HYDROCODONE BITARTRATE AND CHLORPHENIRAMINE MALEATE	CHLORPHENIRAMINE MALEATE; HYDROCODONE BITARTRATE
NAMZARIC	DONEPEZIL HYDROCHLORIDE; MEMANTINE HYDROCHLORIDE
AVYCAZ	AVIBACTAM SODIUM; CEFTAZIDIME
DUTREBIS	LAMIVUDINE; RALTEGRAVIR POTASSIUM
HAILEY FE 1/20	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
VIEKIRA PAK (COPACKAGED)	DASABUVIR SODIUM ; OMBITASVIR; PARITAPREVIR; RITONAVIR
STIOLTO RESPIMAT	OLODATEROL HYDROCHLORIDE; TIOTROPIUM BROMIDE
ZERBAXA	CEFTOLOZANE SULFATE; TAZOBACTAM SODIUM
ICLEVIA	ETHINYL ESTRADIOL; LEVONORGESTREL
SIMPESSE	ETHINYL ESTRADIOL; LEVONORGESTREL
LO SIMPESSE	ETHINYL ESTRADIOL; LEVONORGESTREL
AYUNA	ETHINYL ESTRADIOL; LEVONORGESTREL
AFIRMELLE	ETHINYL ESTRADIOL; LEVONORGESTREL
PHOXILLUM BK 4/2.5 IN PLASTIC CONTAINER	CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE
PHOXILLUM B22K 4/0 IN PLASTIC CONTAINER	CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE
NYLIA 7/7/7	ETHINYL ESTRADIOL; NORETHINDRONE
CYONANZ	ETHINYL ESTRADIOL; NORETHINDRONE
NYLIA 1/35	ETHINYL ESTRADIOL; NORETHINDRONE
KALLIGA	DESOGESTREL; ETHINYL ESTRADIOL
ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE	ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE
BENZOYL PEROXIDE; CLINDAMYCIN PHOSPHATE	BENZOYL PEROXIDE;CLINDAMYCIN PHOSPHATE
ABACAVIR; LAMIVUDINE	ABACAVIR;LAMIVUDINE
AUROVELA 24 FE	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
AUROVELA FE 1/20	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
AUROVELA 1/20	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
NEXESTA FE	ETHINYL ESTRADIOL; NORETHINDRONE
GENVOYA	COBICISTAT; ELVITEGRAVIR; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE
AUROVELA FE 1.5/30	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
AUROVELA 1.5/30	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
ENSTILAR	BETAMETHASONE DIPROPIONATE; CALCIPOTRIENE
NAPROXEN SODIUM AND DIPHENHYDRAMINE HYDROCHLORIDE	DIPHENHYDRAMINE HYDROCHLORIDE; NAPROXEN SODIUM
ENTRESTO	SACUBITRIL; VALSARTAN
TROXYCA ER	NALTREXONE HYDROCHLORIDE; OXYCODONE HYDROCHLORIDE
SMOFLIPID 20%	FISH OIL; MEDIUM CHAIN TRIGLYCERIDES; OLIVE OIL; SOYBEAN OIL
AZELASTINE HYDROCHLORIDE AND FLUTICASONE PROPIONATE	AZELASTINE HYDROCHLORIDE; FLUTICASONE PROPIONATE
TUZISTRA XR	CHLORPHENIRAMINE POLISTIREX; CODEINE POLISTIREX
EPIDUO FORTE	ADAPALENE; BENZOYL PEROXIDE
UTIBRON	GLYCOPYRROLATE ; INDACATEROL MALEATE
TECHNIVIE	OMBITASVIR; PARITAPREVIR; RITONAVIR
LONSURF	TIPIRACIL HYDROCHLORIDE; TRIFLURIDINE
JENTADUETO XR	LINAGLIPTIN; METFORMIN HYDROCHLORIDE
KOVANAZE	OXYMETAZOLINE HYDROCHLORIDE; TETRACAINE HYDROCHLORIDE
CASSIPA	BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE
XTRELUS	GUAIFENESIN; HYDROCODONE BITARTRATE
NORETHINDRONE ACETATE; ETHINYL ESTRADIOL; ETHINYL ESTRADIOL; FERROUS FUMARATE	NORETHINDRONE ACETATE;ETHINYL ESTRADIOL;ETHINYL ESTRADIOL;FERROUS FUMARATE
MYXREDLIN	INSULIN HUMAN;SODIUM CHLORIDE
DESCOVY	EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE
OTOVEL	CIPROFLOXACIN HYDROCHLORIDE; FLUOCINOLONE ACETONIDE
SYMFI LO	EFAVIRENZ; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE
ROCKLATAN	LATANOPROST; NETARSUDIL DIMESYLATE
ZEPATIER	ELBASVIR; GRAZOPREVIR
SOLUPREP	CHLORHEXIDINE GLUCONATE; ISOPROPYL ALCOHOL
BEVESPI AEROSPHERE	FORMOTEROL FUMARATE; GLYCOPYRROLATE
MEMANTINE HYDROCHLORIDE AND DONEPEZIL HYDROCHLORIDE	DONEPEZIL HYDROCHLORIDE; MEMANTINE HYDROCHLORIDE
EPCLUSA	SOFOSBUVIR; VELPATASVIR
ODEFSEY	EMTRICITABINE; RILPIVIRINE HYDROCHLORIDE; TENOFOVIR ALAFENAMIDE FUMARATE
LINAGLIPTIN; METFORMIN HYDROCHLORIDE	LINAGLIPTIN;METFORMIN HYDROCHLORIDE
LINAGLIPTIN AND METFORMIN HYDROCHLORIDE	LINAGLIPTIN; METFORMIN HYDROCHLORIDE
EMTRICITABINE;RILPIVIRINE;TENOFOVIR DISOPROXIL FUMARATE	EMTRICITABINE;RILPIVIRINE;TENOFOVIR DISOPROXIL FUMARATE
METFORMIN HYDROCHLORIDE AND SITAGLIPTIN PHOSPHATE	METFORMIN HYDROCHLORIDE;SITAGLIPTIN PHOSPHATE 
ALTAFLUOR BENOX	BENOXINATE HYDROCHLORIDE; FLUORESCEIN SODIUM
XULTOPHY 100/3.6	INSULIN DEGLUDEC; LIRAGLUTIDE
BALCOLTRA	ETHINYL ESTRADIOL; LEVONORGESTREL
VIEKIRA XR	DASABUVIR SODIUM; OMBITASVIR; PARITAPREVIR; RITONAVIR
APADAZ	ACETAMINOPHEN; BENZHYDROCODONE HYDROCHLORIDE
SYNJARDY XR	EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE
LO LARIN FE	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
DONEPEZIL HYDROCHLORIDE AND MEMANTINE HYDROCHLORIDE	DONEPEZIL HYDROCHLORIDE; MEMANTINE HYDROCHLORIDE
SOLIQUA 100/33	INSULIN GLARGINE; LIXISENATIDE
AIRDUO RESPICLICK	FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE
WIXELA INHUB	FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE
HAILEY FE 1.5/30	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
QTERN	DAPAGLIFLOZIN; SAXAGLIPTIN HYDROCHLORIDE
VOSEVI	SOFOSBUVIR; VELPATASVIR; VOXILAPREVIR
DUZALLO	ALLOPURINOL; LESINURAD
HAILEY 1.5/30	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
DUOBRII	HALOBETASOL PROPIONATE; TAZAROTENE
PLENVU	ASCORBIC ACID; POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM ASCORBATE; SODIUM CHLORIDE; SODIUM SULFATE
MAVYRET	GLECAPREVIR; PIBRENTASVIR
VYXEOS	CYTARABINE; DAUNORUBICIN 
ZUMANDIMINE	DROSPIRENONE; ETHINYL ESTRADIOL
TRELEGY ELLIPTA	FLUTICASONE FUROATE; UMECLIDINIUM BROMIDE; VILANTEROL TRIFENATATE
MALMOREDE	ETHINYL ESTRADIOL; ETHYNODIOL DIACETATE
LO-MALMOREDE	ETHINYL ESTRADIOL; ETHYNODIOL DIACETATE
CLENPIQ	CITRIC ACID; MAGNESIUM OXIDE; SODIUM PICOSULFATE
ANNOVERA	ETHINYL ESTRADIOL; SEGESTERONE ACETATE
LO-ZUMANDIMINE	DROSPIRENONE; ETHINYL ESTRADIOL
BONJESTA	DOXYLAMINE SUCCINATE; PYRIDOXINE HYDROCHLORIDE
DOLUTEGRAVIR, LAMIVUDINE, AND TENOFOVIR DISOPROXIL FUMARATE	DOLUTEGRAVIR;LAMIVUDINE;TENOFOVIR DISOPROXIL FUMARATE
VABOMERE	MEROPENEM; VABORBACTAM
STEGLUJAN	ERTUGLIFLOZIN; SITAGLIPTIN PHOSPHATE
SEGLUROMET	ERTUGLIFLOZIN; METFORMIN HYDROCHLORIDE
KISQALI FEMARA CO-PACK (COPACKAGED)	LETROZOLE; RIBOCICLIB SUCCINATE
CONSENSI	AMLODIPINE BESYLATE; CELECOXIB
AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE	AMPHETAMINE ASPARTATE;AMPHETAMINE SULFATE;DEXTROAMPHETAMINE SACCHARATE;DEXTROAMPHETAMINE SULFATE
BIJUVA	ESTRADIOL; PROGESTERONE
ALOGLIPTIN; METFORMIN HYDROCHLORIDE	ALOGLIPTIN; METFORMIN HYDROCHLORIDE
JULUCA	DOLUTEGRAVIR SODIUM; RILPIVIRINE HYDROCHLORIDE
BIKTARVY	BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE
SYMTUZA	COBICISTAT; DARUNAVIR ETHANOLATE; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE
